series,Units,date,price
Chile (LPG current 5kg) - Metropolitan Region,CH$/liter,2024-10-01,13355.0
Cote d'Ivoire (6kg cylinder),XOF/cylinder,2024-10-01,2000.0
Curacao (100 lb bottle),NAF per 100 lb bottle,2024-10-01,80.0
Curacao (20 lb bottle),NAF per 20 lb bottle,2024-10-01,16.0
Egypt (LGP 12.5kg),EGP/cylinder,2024-10-01,100.0
Egypt (LGP 25kg),EGP/cylinder,2024-10-01,140.0
El Salvador (10 lbs)- commercial,US$/cylinder,2024-10-01,4.58
El Salvador (10 lbs)- hh,US$/cylinder,2024-10-01,0.0
El Salvador (20 lbs)- commercial,US$/cylinder,2024-10-01,8.9
El Salvador (20 lbs)- hh,US$/cylinder,2024-10-01,0.86
El Salvador (25 lbs) - commercial,US$/cylinder,2024-10-01,11.04
El Salvador (25 lbs) - hh,US$/cylinder,2024-10-01,3.0
El Salvador (35 lbs) - commercial,US$/cylinder,2024-10-01,15.37
El Salvador (35 lbs) - hh,US$/cylinder,2024-10-01,7.33
French Guiana ,EUR per 12.5 kg bottle,2024-10-01,23.73
Fiji (12kg cylinder) ,Fiji dollar per cylinder,2024-10-01,39.46
Fiji (4.5kg cylinder) ,Fiji dollar per cylinder,2024-10-01,14.8
Fiji (LPG per kg wholesale),Fiji dollar per kg,2024-10-01,3.04
Gabon (12.5kg cylinder),XAF/cylinder,2024-10-01,4950.0
Ghana (based on biweekly price survey),GHS/kg,2024-10-01,20.989962951457304
Grenada - LPG 20 lb cylinder ,EC$/cylinder,2024-10-01,40.0
Guatemala  - country regulated price (LPG 25lb cylinder,Q/Cylinder,2024-10-01,110.0
Honduras (LPG 25lb),HNL/cylinder,2024-10-01,238.13
India (14.2 kg unsubsidized) - Mumbai ,INR/cylinder,2024-10-01,803.0
India (14.2 kg unsubsidized) - New Delhi ,INR/cylinder,2024-10-01,803.0
India (5 kg unsubsidized) - Mumbai ,INR/cylinder,2024-10-01,299.5
India (5 kg unsubsidized) - New Delhi ,INR/cylinder,2024-10-01,299.5
Jamaica (Butane),JMD/liter,2024-10-01,83.09639999999999
Jamaica (Propane),JMD/liter,2024-10-01,73.21959999999999
Jordan (LPG - 12.5kg),JD/CY,2024-10-01,7.0
Malawi ,MWK/kg,2024-10-01,3245.0
Malaysia (10 kg cylinder),RM/cylinder,2024-10-01,19.0
Malaysia (12kg cylinder),RM/cylinder,2024-10-01,22.8
Malaysia (14kg cylinder),RM/cylinder,2024-10-01,26.6
Martinique (LPG 12.5 kg cylinder),Eur/cylinder,2024-10-01,27.89
Mauritania (12kg cylinder),MRU/cylinder,2024-10-01,30.0
Mauritius (LPG 12kg),RS/cylinder,2024-10-01,190.0
Mauritius (LPG 5kg),RS/cylinder,2024-10-01,80.0
Mauritius (LPG 6kg),RS/cylinder,2024-10-01,95.0
Mexico  - Baja California Region (Tijuana),peso/kg,2024-10-01,20.016370810450805
Mexico  - Mexico Region,peso/kg,2024-10-01,19.79650026401639
Mexico  - Mexico City,peso/kg,2024-10-01,19.516162106189956
Mozambique,metical/kg,2024-10-01,86.05
Nicaragua (LPG 25lb),córdobas/cylinder,2024-10-01,452.4264705882353
Niger (12.5 kg cylinder),XOF/cylinder,2024-10-01,3750.0
Niger (3 kg cylinder),XOF/cylinder,2024-10-01,900.0
Niger (6 kg cylinder),XOF/cylinder,2024-10-01,1800.0
Niger (per kg),XOF/kg,2024-10-01,300.0
Nigeria (5kg cylinder refilling) - Abuja,NGN/cylinder,2024-10-01,6480.8
Nigeria (5kg cylinder refilling) - Lagos,NGN/cylinder,2024-10-01,7476.315789473684
Nigeria (5kg cylinder refilling)- Kano,NGN/cylinder,2024-10-01,6837.5
Peru (10kg),soles/cylinder,2024-10-01,55.39620758483036
Peru (45kg),soles/cylinder,2024-10-01,209.5231092436975
Peru (5kg),soles/cylinder,2024-10-01,25.38888888888889
Saudi Arabia (Gas Cylinder LPG (I think 16 kg see https://www.argaam.com/en/article/articledetail/id/524074)),SAR/cylinder,2024-10-01,21.85
Senegal (6kg cylinder),XOF/cylinder,2024-10-01,2885.0
South Africa - Coastal Regions,South African cents/kg,2024-10-01,3312.0
South Africa - Gauteng Region,South African cents/kg,2024-10-01,3608.0
Thailand (LPG cooking) - Ex-refinery Price,Baht/kg,2024-10-01,22.67713548387097
Thailand (LPG cooking) - Retail Price,Baht/kg,2024-10-01,25.87
Thailand (LPG industry) - Ex-refinery Price,Baht/kg,2024-10-01,22.67713548387097
Thailand (LPG industry) - Retail Price,Baht/kg,2024-10-01,25.8667
Uruguay,UYU/kg,2024-10-01,80.75
West Bank & Gaza (LPG 12kg),Sheker/Cylinder,2024-10-01,70.0
West Bank & Gaza (LPG 48kg),Sheker/Cylinder,2024-10-01,280.0
West Bank & Gaza (LPG 5kg),Sheker/Cylinder,2024-10-01,30.0
Zimbabwe,ZWL/kg,2024-10-01,24.5
Zimbabwe,USD/L,2024-10-01,1.78
Angola (LPG) ,kwanzas/kg,2024-11-01,100.0
Bangladesh (12kg cylinder),Tk/cylinder,2024-11-01,1455.0
Barbados (LPG 20 lb cylinder),BDS/cylinder,2024-11-01,34.97
Belize (100 lbs),BEL$/cylinder,2024-11-01,123.97
Benin (LPG 12.5 Kg) -Cotonou ,XOF/cylinder,2024-11-01,10667.0
Benin (LPG 6kg) -Cotonou ,XOF/cylinder,2024-11-01,5757.0
Bolivia (10kg LPG bottle) ,Bs/bottle ,2024-11-01,22.5
Brazil (LPG 13 kg bottle) - Country Average,R$/13kg,2024-11-01,106.84
Brazil (LPG 13 kg bottle) - Distrito Federal,R$/13kg,2024-11-01,100.91
Brazil (LPG 13 kg bottle) - Rio de Janeiro,R$/13kg,2024-11-01,96.55
Burkina Faso  (12.5kg cylinder),XOF/cylinder,2024-11-01,5500.0
Cabo Verde (per kg), ECV/Kg,2024-11-01,153.4
Cameroon (12.5kg cylinder),XAF/cylinder,2024-11-01,6500.0
Chile (LPG catalytic 5kg) - Metropolitan Region,CH$/liter,2024-11-01,13280.5970149254
Chile (LPG current 5kg) - Metropolitan Region,CH$/liter,2024-11-01,13305.0
Cote d'Ivoire (6kg cylinder),XOF/cylinder,2024-11-01,2000.0
Curacao (100 lb bottle),NAF per 100 lb bottle,2024-11-01,80.0
Curacao (20 lb bottle),NAF per 20 lb bottle,2024-11-01,16.0
Egypt (LGP 12.5kg),EGP/cylinder,2024-11-01,100.0
Egypt (LGP 25kg),EGP/cylinder,2024-11-01,140.0
El Salvador (10 lbs)- commercial,US$/cylinder,2024-11-01,4.61
El Salvador (10 lbs)- hh,US$/cylinder,2024-11-01,0.0
El Salvador (20 lbs)- commercial,US$/cylinder,2024-11-01,8.98
El Salvador (20 lbs)- hh,US$/cylinder,2024-11-01,0.94
El Salvador (25 lbs) - commercial,US$/cylinder,2024-11-01,11.13
El Salvador (25 lbs) - hh,US$/cylinder,2024-11-01,3.09
El Salvador (35 lbs) - commercial,US$/cylinder,2024-11-01,15.5
El Salvador (35 lbs) - hh,US$/cylinder,2024-11-01,7.46
French Guiana ,EUR per 12.5 kg bottle,2024-11-01,22.73
Fiji (12kg cylinder) ,Fiji dollar per cylinder,2024-11-01,39.91
Fiji (4.5kg cylinder) ,Fiji dollar per cylinder,2024-11-01,14.97
Fiji (LPG per kg wholesale),Fiji dollar per kg,2024-11-01,3.08
Gabon (12.5kg cylinder),XAF/cylinder,2024-11-01,4950.0
Ghana (based on biweekly price survey),GHS/kg,2024-11-01,17.680744911260472
Grenada - LPG 20 lb cylinder ,EC$/cylinder,2024-11-01,40.0
Guatemala  - country regulated price (LPG 25lb cylinder,Q/Cylinder,2024-11-01,110.0
Honduras (LPG 25lb),HNL/cylinder,2024-11-01,238.13
India (14.2 kg unsubsidized) - Mumbai ,INR/cylinder,2024-11-01,803.0
India (14.2 kg unsubsidized) - New Delhi ,INR/cylinder,2024-11-01,803.0
India (5 kg unsubsidized) - Mumbai ,INR/cylinder,2024-11-01,299.5
India (5 kg unsubsidized) - New Delhi ,INR/cylinder,2024-11-01,299.5
Jamaica (Butane),JMD/liter,2024-11-01,84.43690000000001
Jamaica (Propane),JMD/liter,2024-11-01,74.4311
Jordan (LPG - 12.5kg),JD/CY,2024-11-01,7.0
Malawi ,MWK/kg,2024-11-01,3245.0
Malaysia (10 kg cylinder),RM/cylinder,2024-11-01,19.0
Malaysia (12kg cylinder),RM/cylinder,2024-11-01,22.8
Malaysia (14kg cylinder),RM/cylinder,2024-11-01,26.6
Martinique (LPG 12.5 kg cylinder),Eur/cylinder,2024-11-01,27.98
Mauritania (12kg cylinder),MRU/cylinder,2024-11-01,30.0
Mauritius (LPG 12kg),RS/cylinder,2024-11-01,190.0
Mauritius (LPG 5kg),RS/cylinder,2024-11-01,80.0
Mauritius (LPG 6kg),RS/cylinder,2024-11-01,95.0
Mexico  - Baja California Region (Tijuana),peso/kg,2024-11-01,19.326839057662156
Mexico  - Mexico Region,peso/kg,2024-11-01,19.661711873297314
Mexico  - Mexico City,peso/kg,2024-11-01,19.278287756254336
Mozambique,metical/kg,2024-11-01,86.05
Nicaragua (LPG 25lb),córdobas/cylinder,2024-11-01,452.4264705882353
Niger (12.5 kg cylinder),XOF/cylinder,2024-11-01,3750.0
Niger (3 kg cylinder),XOF/cylinder,2024-11-01,900.0
Niger (6 kg cylinder),XOF/cylinder,2024-11-01,1800.0
Niger (per kg),XOF/kg,2024-11-01,300.0
Nigeria (5kg cylinder refilling) - Abuja,NGN/cylinder,2024-11-01,6749.0
Nigeria (5kg cylinder refilling) - Lagos,NGN/cylinder,2024-11-01,7491.25
Nigeria (5kg cylinder refilling)- Kano,NGN/cylinder,2024-11-01,7165.0
Peru (10kg),soles/cylinder,2024-11-01,57.01383928571432
Peru (45kg),soles/cylinder,2024-11-01,212.0
Peru (5kg),soles/cylinder,2024-11-01,25.22222222222222
Saudi Arabia (Gas Cylinder LPG (I think 16 kg see https://www.argaam.com/en/article/articledetail/id/524074)),SAR/cylinder,2024-11-01,21.85
Senegal (6kg cylinder),XOF/cylinder,2024-11-01,2885.0
South Africa - Coastal Regions,South African cents/kg,2024-11-01,3348.0
South Africa - Gauteng Region,South African cents/kg,2024-11-01,3644.0
Thailand (LPG cooking) - Ex-refinery Price,Baht/kg,2024-11-01,23.259153333333334
Thailand (LPG cooking) - Retail Price,Baht/kg,2024-11-01,25.87
Thailand (LPG industry) - Ex-refinery Price,Baht/kg,2024-11-01,23.259153333333334
Thailand (LPG industry) - Retail Price,Baht/kg,2024-11-01,25.8667
Uruguay,UYU/kg,2024-11-01,80.75
West Bank & Gaza (LPG 12kg),Sheker/Cylinder,2024-11-01,70.0
West Bank & Gaza (LPG 48kg),Sheker/Cylinder,2024-11-01,280.0
West Bank & Gaza (LPG 5kg),Sheker/Cylinder,2024-11-01,30.0
Zimbabwe,ZWL/kg,2024-11-01,25.21
Zimbabwe,USD/L,2024-11-01,1.81
Angola (LPG) ,kwanzas/kg,2024-12-01,100.0
Bangladesh (12kg cylinder),Tk/cylinder,2024-12-01,1455.0
Barbados (LPG 20 lb cylinder),BDS/cylinder,2024-12-01,34.97
Belize (100 lbs),BEL$/cylinder,2024-12-01,125.33
Belize (rural areas),BEL$/gallon,2024-12-01,5.66
Belize (urban areas),BEL$/gallon,2024-12-01,5.56
Benin (LPG 12.5 Kg) -Cotonou ,XOF/cylinder,2024-12-01,10667.0
Benin (LPG 6kg) -Cotonou ,XOF/cylinder,2024-12-01,5757.0
Bolivia (10kg LPG bottle) ,Bs/bottle ,2024-12-01,22.5
Brazil (LPG 13 kg bottle) - Country Average,R$/13kg,2024-12-01,107.41
Brazil (LPG 13 kg bottle) - Distrito Federal,R$/13kg,2024-12-01,100.6
Brazil (LPG 13 kg bottle) - Rio de Janeiro,R$/13kg,2024-12-01,96.14
Burkina Faso  (12.5kg cylinder),XOF/cylinder,2024-12-01,5500.0
Cabo Verde (per kg), ECV/Kg,2024-12-01,150.1
Cameroon (12.5kg cylinder),XAF/cylinder,2024-12-01,6500.0
Chile (LPG catalytic 5kg) - Metropolitan Region,CH$/liter,2024-12-01,13576.1194029851
Chile (LPG current 5kg) - Metropolitan Region,CH$/liter,2024-12-01,13605.0
Cote d'Ivoire (6kg cylinder),XOF/cylinder,2024-12-01,2000.0
Curacao (100 lb bottle),NAF per 100 lb bottle,2024-12-01,80.0
Curacao (20 lb bottle),NAF per 20 lb bottle,2024-12-01,16.0
Egypt (LGP 12.5kg),EGP/cylinder,2024-12-01,100.0
Egypt (LGP 25kg),EGP/cylinder,2024-12-01,140.0
El Salvador (10 lbs)- commercial,US$/cylinder,2024-12-01,4.61
El Salvador (10 lbs)- hh,US$/cylinder,2024-12-01,0.0
El Salvador (20 lbs)- commercial,US$/cylinder,2024-12-01,8.98
El Salvador (20 lbs)- hh,US$/cylinder,2024-12-01,0.94
El Salvador (25 lbs) - commercial,US$/cylinder,2024-12-01,11.13
El Salvador (25 lbs) - hh,US$/cylinder,2024-12-01,3.09
El Salvador (35 lbs) - commercial,US$/cylinder,2024-12-01,15.5
El Salvador (35 lbs) - hh,US$/cylinder,2024-12-01,7.46
French Guiana ,EUR per 12.5 kg bottle,2024-12-01,25.1
Fiji (12kg cylinder) ,Fiji dollar per cylinder,2024-12-01,40.92
Fiji (4.5kg cylinder) ,Fiji dollar per cylinder,2024-12-01,15.35
Fiji (LPG per kg wholesale),Fiji dollar per kg,2024-12-01,3.08
Gabon (12.5kg cylinder),XAF/cylinder,2024-12-01,4950.0
Ghana (based on biweekly price survey),GHS/kg,2024-12-01,17.241320012055628
Grenada - LPG 20 lb cylinder ,EC$/cylinder,2024-12-01,40.0
Guatemala  - country regulated price (LPG 25lb cylinder,Q/Cylinder,2024-12-01,110.0
Honduras (LPG 25lb),HNL/cylinder,2024-12-01,238.13
India (14.2 kg unsubsidized) - Mumbai ,INR/cylinder,2024-12-01,802.5
India (14.2 kg unsubsidized) - New Delhi ,INR/cylinder,2024-12-01,803.0
India (5 kg unsubsidized) - Mumbai ,INR/cylinder,2024-12-01,299.5
India (5 kg unsubsidized) - New Delhi ,INR/cylinder,2024-12-01,299.5
Jamaica (Butane),JMD/liter,2024-12-01,82.0269
Jamaica (Propane),JMD/liter,2024-12-01,72.3361
Jordan (LPG - 12.5kg),JD/CY,2024-12-01,7.0
Malawi ,MWK/kg,2024-12-01,3245.0
Malaysia (10 kg cylinder),RM/cylinder,2024-12-01,19.0
Malaysia (12kg cylinder),RM/cylinder,2024-12-01,22.8
Malaysia (14kg cylinder),RM/cylinder,2024-12-01,26.6
Martinique (LPG 12.5 kg cylinder),Eur/cylinder,2024-12-01,27.71
Mauritania (12kg cylinder),MRU/cylinder,2024-12-01,30.0
Mauritius (LPG 12kg),RS/cylinder,2024-12-01,190.0
Mauritius (LPG 5kg),RS/cylinder,2024-12-01,80.0
Mauritius (LPG 6kg),RS/cylinder,2024-12-01,95.0
Mexico  - Baja California Region (Tijuana),peso/kg,2024-12-01,19.57547124
Mexico  - Mexico Region,peso/kg,2024-12-01,19.87937182
Mexico  - Mexico City,peso/kg,2024-12-01,19.53335667
Mozambique,metical/kg,2024-12-01,86.05
Nicaragua (LPG 25lb),córdobas/cylinder,2024-12-01,452.4264705882353
Niger (12.5 kg cylinder),XOF/cylinder,2024-12-01,3750.0
Niger (3 kg cylinder),XOF/cylinder,2024-12-01,900.0
Niger (6 kg cylinder),XOF/cylinder,2024-12-01,1800.0
Niger (per kg),XOF/kg,2024-12-01,300.0
Nigeria (5kg cylinder refilling) - Abuja,NGN/cylinder,2024-12-01,7200.0
Nigeria (5kg cylinder refilling) - Lagos,NGN/cylinder,2024-12-01,7910.714285714285
Nigeria (5kg cylinder refilling)- Kano,NGN/cylinder,2024-12-01,7188.888888888889
Peru (10kg),soles/cylinder,2024-12-01,57.0822815533981
Peru (45kg),soles/cylinder,2024-12-01,210.52162162162162
Peru (5kg),soles/cylinder,2024-12-01,25.666666666666668
Saudi Arabia (Gas Cylinder LPG (I think 16 kg see https://www.argaam.com/en/article/articledetail/id/524074)),SAR/cylinder,2024-12-01,21.85
Senegal (6kg cylinder),XOF/cylinder,2024-12-01,2885.0
South Africa - Coastal Regions,South African cents/kg,2024-12-01,3500.0
South Africa - Gauteng Region,South African cents/kg,2024-12-01,3816.0
Thailand (LPG cooking) - Ex-refinery Price,Baht/kg,2024-12-01,23.28733225806452
Thailand (LPG cooking) - Retail Price,Baht/kg,2024-12-01,25.87
Thailand (LPG industry) - Ex-refinery Price,Baht/kg,2024-12-01,23.28733225806452
Thailand (LPG industry) - Retail Price,Baht/kg,2024-12-01,25.8667
Uruguay,UYU/kg,2024-12-01,80.75
West Bank & Gaza (LPG 12kg),Sheker/Cylinder,2024-12-01,70.0
West Bank & Gaza (LPG 48kg),Sheker/Cylinder,2024-12-01,280.0
West Bank & Gaza (LPG 5kg),Sheker/Cylinder,2024-12-01,30.0
Zimbabwe,ZWL/kg,2024-12-01,46.58
Zimbabwe,USD/L,2024-12-01,1.83
Angola (LPG) ,kwanzas/kg,2025-01-01,100.0
Bangladesh (12kg cylinder),Tk/cylinder,2025-01-01,1455.0
Barbados (LPG 20 lb cylinder),BDS/cylinder,2025-01-01,34.97
Belize (100 lbs),BEL$/cylinder,2025-01-01,125.83
Benin (LPG 12.5 Kg) -Cotonou ,XOF/cylinder,2025-01-01,10667.0
Benin (LPG 6kg) -Cotonou ,XOF/cylinder,2025-01-01,5757.0
Bolivia (10kg LPG bottle) ,Bs/bottle ,2025-01-01,22.5
Brazil (LPG 13 kg bottle) - Country Average,R$/13kg,2025-01-01,107.21
Brazil (LPG 13 kg bottle) - Distrito Federal,R$/13kg,2025-01-01,101.35
Brazil (LPG 13 kg bottle) - Rio de Janeiro,R$/13kg,2025-01-01,95.86
Burkina Faso  (12.5kg cylinder),XOF/cylinder,2025-01-01,5500.0
Cabo Verde (per kg), ECV/Kg,2025-01-01,151.77
Cameroon (12.5kg cylinder),XAF/cylinder,2025-01-01,6500.0
Chile (LPG catalytic 5kg) - Metropolitan Region,CH$/liter,2025-01-01,13847.0149253731
Chile (LPG current 5kg) - Metropolitan Region,CH$/liter,2025-01-01,13921.2121212121
Cote d'Ivoire (6kg cylinder),XOF/cylinder,2025-01-01,2000.0
Curacao (100 lb bottle),NAF per 100 lb bottle,2025-01-01,80.0
Curacao (20 lb bottle),NAF per 20 lb bottle,2025-01-01,16.0
Egypt (LGP 12.5kg),EGP/cylinder,2025-01-01,100.0
Egypt (LGP 25kg),EGP/cylinder,2025-01-01,140.0
El Salvador (10 lbs)- commercial,US$/cylinder,2025-01-01,4.61
El Salvador (10 lbs)- hh,US$/cylinder,2025-01-01,0.0
El Salvador (20 lbs)- commercial,US$/cylinder,2025-01-01,8.98
El Salvador (20 lbs)- hh,US$/cylinder,2025-01-01,0.94
El Salvador (25 lbs) - commercial,US$/cylinder,2025-01-01,11.13
El Salvador (25 lbs) - hh,US$/cylinder,2025-01-01,4.09
El Salvador (35 lbs) - commercial,US$/cylinder,2025-01-01,15.5
El Salvador (35 lbs) - hh,US$/cylinder,2025-01-01,7.46
French Guiana ,EUR per 12.5 kg bottle,2025-01-01,24.85
Fiji (12kg cylinder) ,Fiji dollar per cylinder,2025-01-01,41.42
Fiji (4.5kg cylinder) ,Fiji dollar per cylinder,2025-01-01,15.53
Fiji (LPG per kg wholesale),Fiji dollar per kg,2025-01-01,3.2
Gabon (12.5kg cylinder),XAF/cylinder,2025-01-01,4950.0
Ghana (based on biweekly price survey),GHS/kg,2025-01-01,16.941817047194622
Grenada - LPG 20 lb cylinder ,EC$/cylinder,2025-01-01,40.0
Guatemala  - country regulated price (LPG 25lb cylinder,Q/Cylinder,2025-01-01,110.0
Honduras (LPG 25lb),HNL/cylinder,2025-01-01,238.13
India (14.2 kg unsubsidized) - Mumbai ,INR/cylinder,2025-01-01,802.5
India (14.2 kg unsubsidized) - New Delhi ,INR/cylinder,2025-01-01,803.0
India (5 kg unsubsidized) - Mumbai ,INR/cylinder,2025-01-01,299.5
India (5 kg unsubsidized) - New Delhi ,INR/cylinder,2025-01-01,299.5
Jamaica (Butane),JMD/liter,2025-01-01,73.5076
Jamaica (Propane),JMD/liter,2025-01-01,82.7584
Jordan (LPG - 12.5kg),JD/CY,2025-01-01,7.0
Malawi ,MWK/kg,2025-01-01,3245.0
Malaysia (10 kg cylinder),RM/cylinder,2025-01-01,19.0
Malaysia (12kg cylinder),RM/cylinder,2025-01-01,22.8
Malaysia (14kg cylinder),RM/cylinder,2025-01-01,26.6
Martinique (LPG 12.5 kg cylinder),Eur/cylinder,2025-01-01,29.13
Mauritania (12kg cylinder),MRU/cylinder,2025-01-01,30.0
Mauritius (LPG 12kg),RS/cylinder,2025-01-01,190.0
Mauritius (LPG 5kg),RS/cylinder,2025-01-01,80.0
Mauritius (LPG 6kg),RS/cylinder,2025-01-01,95.0
Mexico  - Baja California Region (Tijuana),peso/kg,2025-01-01,19.608654056419056
Mexico  - Mexico Region,peso/kg,2025-01-01,19.92149081957311
Mexico  - Mexico City,peso/kg,2025-01-01,19.57029166666471
Mozambique,metical/kg,2025-01-01,86.05
Nicaragua (LPG 25lb),córdobas/cylinder,2025-01-01,436.0
Niger (12.5 kg cylinder),XOF/cylinder,2025-01-01,3750.0
Niger (3 kg cylinder),XOF/cylinder,2025-01-01,900.0
Niger (6 kg cylinder),XOF/cylinder,2025-01-01,1800.0
Niger (per kg),XOF/kg,2025-01-01,300.0
Peru (10kg),soles/cylinder,2025-01-01,50.434079696394704
Peru (45kg),soles/cylinder,2025-01-01,215.20027027027035
Peru (5kg),soles/cylinder,2025-01-01,27.41076923076926
Saudi Arabia (Gas Cylinder LPG (I think 16 kg see https://www.argaam.com/en/article/articledetail/id/524074)),SAR/cylinder,2025-01-01,21.85
Senegal (6kg cylinder),XOF/cylinder,2025-01-01,2885.0
South Africa - Coastal Regions,South African cents/kg,2025-01-01,3514.0
South Africa - Gauteng Region,South African cents/kg,2025-01-01,3829.0
Thailand (LPG cooking) - Ex-refinery Price,Baht/kg,2025-01-01,23.256590322580646
Thailand (LPG cooking) - Retail Price,Baht/kg,2025-01-01,25.87
Thailand (LPG industry) - Ex-refinery Price,Baht/kg,2025-01-01,23.256590322580646
Thailand (LPG industry) - Retail Price,Baht/kg,2025-01-01,25.8667
Uruguay,UYU/kg,2025-01-01,88.46
West Bank & Gaza (LPG 12kg),Sheker/Cylinder,2025-01-01,70.0
West Bank & Gaza (LPG 48kg),Sheker/Cylinder,2025-01-01,280.0
West Bank & Gaza (LPG 5kg),Sheker/Cylinder,2025-01-01,30.0
Zimbabwe,ZWL/kg,2025-01-01,47.51
Zimbabwe,USD/L,2025-01-01,1.86
Angola (LPG) ,kwanzas/kg,2025-02-01,100.0
Bangladesh (12kg cylinder),Tk/cylinder,2025-02-01,1478.0
Barbados (LPG 20 lb cylinder),BDS/cylinder,2025-02-01,34.97
Belize (100 lbs),BEL$/cylinder,2025-02-01,128.37
Benin (LPG 12.5 Kg) -Cotonou ,XOF/cylinder,2025-02-01,10667.0
Benin (LPG 6kg) -Cotonou ,XOF/cylinder,2025-02-01,5757.0
Bolivia (10kg LPG bottle) ,Bs/bottle ,2025-02-01,22.5
Brazil (LPG 13 kg bottle) - Country Average,R$/13kg,2025-02-01,107.24
Brazil (LPG 13 kg bottle) - Distrito Federal,R$/13kg,2025-02-01,101.61
Brazil (LPG 13 kg bottle) - Rio de Janeiro,R$/13kg,2025-02-01,96.03
Burkina Faso  (12.5kg cylinder),XOF/cylinder,2025-02-01,5500.0
Cabo Verde (per kg), ECV/Kg,2025-02-01,162.5
Cameroon (12.5kg cylinder),XAF/cylinder,2025-02-01,6500.0
Chile (LPG catalytic 5kg) - Metropolitan Region,CH$/liter,2025-02-01,13896.2686567164
Chile (LPG current 5kg) - Metropolitan Region,CH$/liter,2025-02-01,13954.5454545455
Cote d'Ivoire (6kg cylinder),XOF/cylinder,2025-02-01,2000.0
Curacao (100 lb bottle),NAF per 100 lb bottle,2025-02-01,80.0
Curacao (20 lb bottle),NAF per 20 lb bottle,2025-02-01,16.0
Egypt (LGP 12.5kg),EGP/cylinder,2025-02-01,100.0
Egypt (LGP 25kg),EGP/cylinder,2025-02-01,140.0
El Salvador (10 lbs)- commercial,US$/cylinder,2025-02-01,4.61
El Salvador (10 lbs)- hh,US$/cylinder,2025-02-01,0.0
El Salvador (20 lbs)- commercial,US$/cylinder,2025-02-01,8.98
El Salvador (20 lbs)- hh,US$/cylinder,2025-02-01,0.94
El Salvador (25 lbs) - commercial,US$/cylinder,2025-02-01,11.13
El Salvador (25 lbs) - hh,US$/cylinder,2025-02-01,5.09
El Salvador (35 lbs) - commercial,US$/cylinder,2025-02-01,15.5
El Salvador (35 lbs) - hh,US$/cylinder,2025-02-01,7.46
French Guiana ,EUR per 12.5 kg bottle,2025-02-01,26.18
Fiji (12kg cylinder) ,Fiji dollar per cylinder,2025-02-01,42.09
Fiji (4.5kg cylinder) ,Fiji dollar per cylinder,2025-02-01,15.78
Fiji (LPG per kg wholesale),Fiji dollar per kg,2025-02-01,3.25
Gabon (12.5kg cylinder),XAF/cylinder,2025-02-01,4950.0
Ghana (based on biweekly price survey),GHS/kg,2025-02-01,17.40112652746931
Grenada - LPG 20 lb cylinder ,EC$/cylinder,2025-02-01,40.0
Guatemala  - country regulated price (LPG 25lb cylinder,Q/Cylinder,2025-02-01,110.0
Honduras (LPG 25lb),HNL/cylinder,2025-02-01,238.13
India (14.2 kg unsubsidized) - Mumbai ,INR/cylinder,2025-02-01,802.5
India (14.2 kg unsubsidized) - New Delhi ,INR/cylinder,2025-02-01,803.0
India (5 kg unsubsidized) - Mumbai ,INR/cylinder,2025-02-01,299.5
India (5 kg unsubsidized) - New Delhi ,INR/cylinder,2025-02-01,299.5
Jamaica (Butane),JMD/liter,2025-02-01,71.65360000000001
Jamaica (Propane),JMD/liter,2025-02-01,79.67689999999999
Malawi ,MWK/kg,2025-02-01,3245.0
Martinique (LPG 12.5 kg cylinder),Eur/cylinder,2025-02-01,29.13
Mauritania (12kg cylinder),MRU/cylinder,2025-02-01,30.0
Mexico  - Baja California Region (Tijuana),peso/kg,2025-02-01,19.58863802026513
Mexico  - Mexico Region,peso/kg,2025-02-01,20.028772648776805
Mexico  - Mexico City,peso/kg,2025-02-01,19.645575591986677
Nicaragua (LPG 25lb),córdobas/cylinder,2025-02-01,436.0
Niger (12.5 kg cylinder),XOF/cylinder,2025-02-01,3750.0
Niger (3 kg cylinder),XOF/cylinder,2025-02-01,900.0
Niger (6 kg cylinder),XOF/cylinder,2025-02-01,1800.0
Niger (per kg),XOF/kg,2025-02-01,300.0
Peru (10kg),soles/cylinder,2025-02-01,55.448550724637656
Peru (45kg),soles/cylinder,2025-02-01,234.8421686746987
Peru (5kg),soles/cylinder,2025-02-01,29.437999999999978
